City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
293,Kungsbacka,SE,57.4872,12.0761,55.74,89,100,18.01,overcast clouds
294,Touros,BR,-5.1989,-35.4608,77.86,75,68,14.41,broken clouds
295,Ouegoa,NC,-20.35,164.4333,79.32,66,100,1.86,overcast clouds
296,Xuanhua,CN,40.6103,115.0447,48.02,77,95,5.03,overcast clouds
297,Lagoa,PT,39.05,-27.9833,61.66,68,91,22.12,overcast clouds
298,Belaya Gora,RU,68.5333,146.4167,-27.0,99,33,2.86,scattered clouds
299,Havelock,US,34.8791,-76.9013,73.38,91,100,8.05,overcast clouds
300,Roald,NO,62.5833,6.1333,55.33,87,75,27.63,broken clouds
301,La Union,PE,-5.4,-80.75,66.09,74,20,16.2,few clouds
302,Margate,GB,51.3813,1.3862,58.3,82,100,8.01,overcast clouds
303,Saint-Georges,GD,12.0564,-61.7485,78.87,82,100,9.57,overcast clouds
304,Alofi,NU,-19.0595,-169.9187,84.09,70,75,11.5,broken clouds
305,Shar,KZ,49.5886,81.0453,26.15,96,100,6.02,snow
306,Antofagasta,CL,-23.65,-70.4,61.88,77,80,3.31,broken clouds
307,Kimbe,PG,-5.5502,150.1429,75.96,96,100,2.06,moderate rain
308,Broome,US,42.2506,-75.833,54.37,83,80,4.29,broken clouds
309,Henties Bay,NA,-22.116,14.2845,57.43,91,0,2.82,clear sky
310,Hithadhoo,MV,-0.6,73.0833,80.89,77,100,13.47,overcast clouds
311,Baykit,RU,61.67,96.37,9.19,93,100,1.16,overcast clouds
312,Diego De Almagro,CL,-26.3667,-70.05,61.27,37,10,1.74,clear sky
313,Mount Isa,AU,-20.7333,139.5,91.17,40,8,9.22,clear sky
314,San Vicente,AR,-26.6167,-54.1333,61.38,99,100,1.25,moderate rain
315,Labytnangi,RU,66.6572,66.4183,2.3,98,64,3.74,broken clouds
316,Gizo,SB,-8.103,156.8419,83.7,74,87,7.2,light rain
317,Hachinohe,JP,40.5,141.5,49.46,59,0,3.04,clear sky
318,Dingle,PH,10.9995,122.6711,83.03,80,100,10.69,overcast clouds
319,Payo,ID,-3.7508,103.6372,77.81,87,40,0.38,scattered clouds
320,Aksu,CN,41.1231,80.2644,36.55,54,5,1.66,clear sky
321,Aykhal,RU,66.0,111.5,-16.87,100,82,7.07,broken clouds
322,Tondano,ID,1.3038,124.9112,77.09,62,100,1.48,overcast clouds
323,Sete,FR,43.4018,3.6966,57.06,68,50,11.39,scattered clouds
324,Linxia,CN,35.6003,103.2064,35.73,93,100,6.31,overcast clouds
325,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.63,73,47,0.87,scattered clouds
326,Dinghai,CN,26.2847,119.7936,70.05,89,100,8.23,overcast clouds
327,Marawi,PH,7.9986,124.2928,75.07,77,96,0.27,overcast clouds
328,Skelleftea,SE,64.7507,20.9528,37.76,100,100,5.75,light rain
329,Brae,GB,60.3964,-1.353,52.52,85,100,20.04,overcast clouds
330,Itarema,BR,-2.9248,-39.9167,79.41,74,2,13.73,clear sky
331,Abu Dhabi,AE,24.4667,54.3667,77.02,65,0,2.3,clear sky
332,Taywarah,AF,33.35,64.4167,32.54,76,9,1.68,clear sky
333,Maniitsoq,GL,65.4167,-52.9,20.35,57,100,4.12,overcast clouds
334,Clyde River,CA,70.4692,-68.5914,-1.97,60,75,9.22,broken clouds
335,Zharkent,KZ,44.1628,80.0,34.74,46,9,2.06,clear sky
336,Alta Floresta,BR,-9.8756,-56.0861,72.68,83,74,3.04,broken clouds
337,Boyolangu,ID,-8.1181,111.8935,81.72,75,28,4.47,scattered clouds
338,Manggar,ID,-2.8833,108.2667,82.6,76,100,8.1,overcast clouds
339,Halifax,CA,44.6453,-63.5724,57.47,75,99,15.99,overcast clouds
340,Avera,US,33.194,-82.5271,67.51,95,100,22.26,overcast clouds
341,Hit,IQ,33.6416,42.8251,64.96,48,18,8.25,few clouds
342,Alamor,EC,-4.0181,-80.0197,62.15,71,63,3.78,broken clouds
343,Orotukan,RU,62.2667,151.7,-11.02,99,99,2.64,overcast clouds
344,Hay River,CA,60.8156,-115.7999,1.38,78,20,4.61,few clouds
345,Chesma,RU,53.8111,60.6533,33.37,90,100,9.22,overcast clouds
346,Puno,PE,-15.8333,-70.0333,48.54,33,0,5.37,clear sky
347,Siavonga,ZM,-16.5382,28.7088,75.04,76,88,3.62,overcast clouds
348,Prieska,ZA,-29.6641,22.7474,68.2,59,100,7.67,overcast clouds
349,Rockport,US,28.0206,-97.0544,78.82,100,0,10.36,clear sky
350,Anadyr,RU,64.75,177.4833,3.49,84,20,6.71,few clouds
351,Fortuna,US,40.5982,-124.1573,49.66,92,0,6.91,clear sky
352,Fort Nelson,CA,58.8053,-122.7002,7.95,90,75,3.0,broken clouds
353,Kolodeznyy,RU,51.3333,39.1833,37.15,91,100,6.96,overcast clouds
354,Srednekolymsk,RU,67.45,153.6833,-7.15,99,100,1.19,overcast clouds
355,Rexburg,US,43.826,-111.7897,28.38,69,100,9.22,overcast clouds
356,Gradignan,FR,44.7726,-0.6139,50.34,99,100,5.75,mist
357,Bandundu,CD,-3.3167,17.3667,68.97,97,100,2.44,overcast clouds
358,Muroto,JP,33.2833,134.15,67.32,64,5,5.99,clear sky
359,Barcelos,PT,41.5388,-8.6151,60.91,85,100,4.16,overcast clouds
360,Cap Malheureux,MU,-19.9842,57.6142,70.47,75,21,4.0,few clouds
361,Collie,AU,-33.3667,116.15,54.43,62,87,10.33,overcast clouds
362,Elbistan,TR,38.2059,37.1983,46.51,70,7,2.35,clear sky
363,Dengfeng,CN,34.4553,113.0281,57.2,82,93,3.78,overcast clouds
364,Cidreira,BR,-30.1811,-50.2056,65.68,87,100,9.17,overcast clouds
365,Codrington,AU,-38.2667,141.9667,60.19,89,100,9.71,overcast clouds
366,Victoria,HK,22.2855,114.1577,78.85,78,39,8.01,scattered clouds
367,Namibe,AO,-15.1961,12.1522,63.68,82,98,4.59,overcast clouds
368,Lubango,AO,-14.9172,13.4925,58.75,44,84,5.48,broken clouds
369,Jati,PK,24.3539,68.2671,74.86,43,5,6.82,clear sky
370,Udarnyy,RU,54.3409,42.8611,41.92,85,100,9.44,overcast clouds
371,Mayumba,GA,-3.432,10.6554,75.15,90,100,5.57,overcast clouds
372,Iguguno,TZ,-4.5697,34.6275,67.91,69,97,4.99,overcast clouds
373,Altagracia De Orituco,VE,9.8601,-66.3814,72.1,97,100,3.69,overcast clouds
374,Teya,RU,60.3778,92.6267,19.36,97,97,3.85,overcast clouds
375,Coahuayana,MX,18.7333,-103.6833,76.84,89,60,3.42,broken clouds
376,Yulara,AU,-25.2406,130.9889,93.4,24,94,18.77,overcast clouds
377,Hasaki,JP,35.7333,140.8333,66.29,60,0,16.35,clear sky
378,Ponta Do Sol,PT,32.6667,-17.1,67.71,82,61,2.59,broken clouds
379,Bobbili,IN,18.5667,83.3667,68.05,75,94,4.32,overcast clouds
380,Tautira,PF,-17.7333,-149.15,76.96,84,58,7.63,light rain
381,Mogadishu,SO,2.0371,45.3438,77.74,84,100,9.46,overcast clouds
382,Limbang,MY,4.75,115.0,78.91,98,100,2.53,moderate rain
383,Hofn,IS,64.2539,-15.2082,42.3,83,100,13.4,overcast clouds
384,Alice Springs,AU,-23.7,133.8833,89.15,40,21,16.11,few clouds
385,Mahebourg,MU,-20.4081,57.7,71.89,83,20,3.44,few clouds
386,Qandala,SO,11.472,49.8728,78.22,72,68,7.49,broken clouds
387,Chapais,CA,49.7834,-74.8492,29.98,94,100,6.6,light snow
388,Chara,RU,56.9064,118.2631,11.55,77,100,2.08,overcast clouds
389,Navalmoral De La Mata,ES,39.8916,-5.5406,54.95,67,0,3.71,clear sky
390,Dulce Nombre De Culmi,HN,15.1,-85.5333,70.38,86,90,1.83,overcast clouds
391,Kawalu,ID,-7.3817,108.2082,78.24,82,92,2.57,overcast clouds
392,Ola,RU,59.5833,151.2833,6.96,75,100,13.73,overcast clouds
393,Vilyuysk,RU,63.7553,121.6247,16.54,92,100,8.79,overcast clouds
394,Pisco,PE,-13.7,-76.2167,62.65,88,1,14.97,mist
395,Billings,US,45.7833,-108.5007,17.37,81,40,14.97,scattered clouds
396,Guerrero Negro,MX,27.9769,-114.0611,64.11,60,0,15.79,clear sky
397,Kalmunai,LK,7.4167,81.8167,76.55,84,100,5.57,overcast clouds
398,Road Town,VG,18.4167,-64.6167,82.44,78,20,6.91,few clouds
399,Umarkot,PK,25.3616,69.7362,71.87,36,0,7.07,clear sky
400,Barao De Melgaco,BR,-16.1944,-55.9675,81.88,55,56,8.81,heavy intensity rain
401,Hendek,TR,40.7994,30.7481,45.05,55,0,2.73,clear sky
402,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,78,75,12.66,broken clouds
403,Kihei,US,20.785,-156.4656,84.22,64,40,16.11,scattered clouds
404,Wasilla,US,61.5814,-149.4394,32.49,90,75,0.0,broken clouds
405,Pacific Grove,US,36.6177,-121.9166,58.42,78,0,4.0,clear sky
406,Ust-Ishim,RU,57.6935,71.1665,29.89,98,100,3.31,overcast clouds
407,Kollam,IN,8.8833,76.6,76.37,85,27,2.28,scattered clouds
408,Ilhabela,BR,-23.7781,-45.3581,70.72,91,98,5.64,overcast clouds
409,Nhulunbuy,AU,-12.2333,136.7667,88.41,66,40,10.36,scattered clouds
410,Kerema,PG,-7.9631,145.7785,83.64,68,100,7.34,overcast clouds
411,Sharjah,AE,25.3573,55.4033,80.58,68,0,3.44,clear sky
412,Hovd,MN,48.0056,91.6419,14.9,45,2,4.12,clear sky
413,Biak,ID,-0.9131,122.8766,83.12,66,100,1.54,overcast clouds
414,Dalbandin,PK,28.8947,64.4101,61.99,37,99,5.23,overcast clouds
415,Lata,PT,40.1629,-8.3327,51.08,85,24,3.8,few clouds
416,Ayan,RU,56.45,138.1667,24.37,55,31,14.47,scattered clouds
417,Hamilton,US,39.1834,-84.5333,63.99,54,0,8.05,clear sky
418,Faya,SA,18.3851,42.4509,53.71,71,1,1.77,clear sky
419,Burns Lake,CA,54.2331,-125.7533,18.82,75,100,3.56,overcast clouds
420,Ketou,BJ,7.3633,2.5998,75.85,90,100,3.51,overcast clouds
421,Luanda,AO,-8.8368,13.2343,75.51,80,100,8.81,overcast clouds
422,Ulladulla,AU,-35.35,150.4667,74.16,53,100,6.4,overcast clouds
423,Seymchan,RU,62.8833,152.4333,-16.8,98,100,2.13,overcast clouds
424,Iwaki,JP,37.05,140.8833,65.77,65,8,1.99,clear sky
425,Cherdyn,RU,60.403,56.4787,35.24,98,100,6.69,snow
426,Te Anau,NZ,-45.4167,167.7167,70.39,43,9,2.91,clear sky
427,Waingapu,ID,-9.6567,120.2641,85.71,65,32,6.15,scattered clouds
428,Longyearbyen,SJ,78.2186,15.6401,28.24,74,75,11.5,broken clouds
429,Bonnyville,CA,54.2668,-110.735,7.92,100,15,3.65,few clouds
430,Khani,GE,41.9563,42.9566,42.37,82,78,3.87,broken clouds
431,Bambanglipuro,ID,-7.95,110.2833,81.86,74,67,8.66,broken clouds
432,Kolomyya,UA,48.5306,25.0403,46.22,91,82,7.45,broken clouds
433,Calbuco,CL,-41.768,-73.1273,56.41,94,100,0.07,light rain
434,Kita,ML,13.0349,-9.4895,70.07,18,58,3.06,broken clouds
435,Brest,BY,52.1,23.7,42.66,94,14,7.49,few clouds
436,Komsomolskiy,UZ,40.4272,71.7189,34.52,80,100,4.61,overcast clouds
437,Ibra,OM,22.6906,58.5334,69.8,57,6,1.77,clear sky
438,Gamba,GA,-2.65,10.0,73.02,93,100,4.16,light rain
439,Huainan,CN,32.6264,116.9969,68.76,73,2,11.34,clear sky
440,Archidona,ES,37.0965,-4.3887,57.4,82,0,3.62,clear sky
441,Belem De Sao Francisco,BR,-8.7539,-38.9658,83.32,41,0,13.89,clear sky
442,Tigil,RU,57.8,158.6667,28.71,84,100,8.77,overcast clouds
443,Yerbogachen,RU,61.2767,108.0108,0.36,95,19,5.77,few clouds
444,Sao Filipe,CV,14.8961,-24.4956,77.34,72,100,6.13,overcast clouds
445,Semme,FR,46.1963,1.5007,45.01,80,26,2.39,scattered clouds
446,Qui Nhon,VN,13.7667,109.2333,77.76,85,54,10.11,broken clouds
447,Rawlins,US,41.7911,-107.2387,22.35,79,100,16.11,overcast clouds
448,Gwadar,PK,25.1216,62.3254,78.28,68,3,2.89,clear sky
449,Yumen,CN,40.2833,97.2,33.66,55,99,14.41,overcast clouds
450,Karatau,KZ,43.1667,70.4667,35.6,63,100,2.1,overcast clouds
451,Papara,BR,-3.9839,-38.7273,79.2,81,5,3.78,clear sky
452,Peniche,PT,39.3558,-9.3811,59.29,86,52,8.12,broken clouds
453,Makakilo City,US,21.3469,-158.0858,80.35,58,20,12.66,few clouds
454,Ostrovnoy,RU,68.0531,39.5131,34.23,91,100,6.76,overcast clouds
455,Cheney,US,47.4874,-117.5758,33.26,79,20,8.05,few clouds
456,Marzuq,YE,14.4,46.4667,62.91,78,9,3.89,clear sky
457,Ladyzhyn,UA,48.685,29.2368,46.94,89,100,7.85,overcast clouds
458,Luganville,VU,-15.5333,167.1667,85.42,71,55,9.89,broken clouds
459,Rodino,RU,52.5,80.25,28.06,95,100,14.97,light snow
460,Skjervoy,NO,70.0311,20.9714,28.4,75,5,19.93,clear sky
461,Turtas,RU,58.9417,69.1325,28.17,97,100,2.17,overcast clouds
462,Hualmay,PE,-11.0964,-77.6139,64.11,82,50,9.86,scattered clouds
463,Gillette,US,44.2911,-105.5022,10.06,84,20,8.05,few clouds
464,Preobrazheniye,RU,42.9019,133.9064,45.39,34,57,3.78,broken clouds
465,Severo-Yeniseyskiy,RU,60.3725,93.0408,12.97,98,92,4.27,overcast clouds
466,Port Pirie,AU,-33.1833,138.0167,74.57,47,58,5.23,broken clouds
467,Umarkhed,IN,19.6,77.7,62.38,72,7,4.12,clear sky
468,Okato,NZ,-39.2,173.8833,57.9,100,100,12.55,light rain
469,Dolinsk,RU,47.35,142.8,36.75,40,1,9.98,clear sky
470,Luderitz,NA,-26.6481,15.1594,56.37,84,0,11.97,clear sky
471,Manta,EC,-0.95,-80.7333,71.38,83,100,8.05,overcast clouds
472,Zhigansk,RU,66.7697,123.3711,1.2,96,100,13.11,light snow
473,Ouesso,CG,1.6136,16.0517,69.57,97,100,0.92,overcast clouds
474,Samdari,IN,25.8167,72.5833,69.37,43,0,4.74,clear sky
475,Valparaiso,CL,-33.0393,-71.6273,59.47,100,75,3.44,broken clouds
476,Taft,IR,31.7471,54.2088,49.95,37,40,0.0,scattered clouds
477,Tura,IN,25.5198,90.2201,63.84,88,0,3.76,clear sky
478,Kapit,MY,2.0167,112.9333,78.87,85,100,1.95,overcast clouds
479,Manzanillo,CU,20.3433,-77.1167,76.35,76,10,3.96,clear sky
480,Nicolas Bravo,MX,18.45,-88.9167,71.42,79,24,2.73,few clouds
481,Mafinga,TZ,-7.25,35.0667,71.2,64,100,3.49,overcast clouds
482,Kuressaare,EE,58.2481,22.5039,51.94,96,20,9.22,few clouds
483,Binga,ZW,-17.6203,27.3414,73.47,74,46,1.77,scattered clouds
484,Dwarka,IN,22.2394,68.9678,78.62,56,7,10.31,clear sky
485,Los Algarrobos,PA,8.5,-82.4333,73.81,100,75,1.14,moderate rain
486,Miyako,JP,39.6367,141.9525,53.46,60,25,7.09,scattered clouds
487,Wanaka,NZ,-44.7,169.15,68.72,42,100,3.58,overcast clouds
488,Puerto Escondido,MX,15.85,-97.0667,81.43,57,75,3.44,broken clouds
489,Ouadda,CF,8.0777,22.4007,67.91,38,43,3.31,scattered clouds
490,Kaeo,NZ,-35.1,173.7833,74.32,86,17,8.19,few clouds
491,Cockburn Town,TC,21.4612,-71.1419,82.15,80,0,16.37,clear sky
492,Maceio,BR,-9.6658,-35.7353,76.44,88,20,3.44,few clouds
493,Calvinia,ZA,-31.4707,19.776,60.04,47,2,2.93,clear sky
494,Coxim,BR,-18.5067,-54.76,83.59,33,0,2.82,clear sky
495,Matay,EG,28.419,30.7792,61.29,54,0,8.19,clear sky
496,Madras,IN,13.0878,80.2785,75.18,94,100,8.05,moderate rain
497,Bolshaya Rechka,RU,51.9503,104.7355,16.07,90,79,1.48,broken clouds
498,Jiayuguan,CN,39.8167,98.3,32.81,44,100,5.7,overcast clouds
499,Alekseyevsk,RU,57.8406,108.3492,23.29,93,100,9.84,light snow
500,Caravelas,BR,-17.7125,-39.2481,75.87,90,6,8.34,clear sky
501,Charters Towers,AU,-20.1,146.2667,84.85,38,0,8.77,clear sky
502,Rameswaram,IN,9.2833,79.3,79.21,84,100,23.53,heavy intensity rain
503,Oksfjord,NO,70.2396,22.3479,33.98,93,25,12.84,scattered clouds
504,Disna,BY,55.568,28.1971,46.36,90,99,8.46,overcast clouds
505,Bengkulu,ID,-3.8004,102.2655,75.63,91,100,1.63,light rain
506,Komsomolets,KZ,53.7453,62.0708,30.47,95,77,6.96,broken clouds
507,Cayenne,GF,4.9333,-52.3333,75.24,94,20,1.14,few clouds
508,Bijar,IR,35.8668,47.6051,38.19,85,0,1.3,clear sky
509,Truckee,US,39.328,-120.1833,35.37,91,0,0.0,clear sky
510,Newcastleton,GB,55.1796,-2.8127,58.03,92,100,25.75,overcast clouds
511,Zarubino,RU,42.63,131.0922,47.79,62,85,7.52,overcast clouds
512,Aracuai,BR,-16.8497,-42.0703,72.3,83,13,1.72,few clouds
513,Erdenet,MN,49.0333,104.0833,17.01,95,85,3.42,overcast clouds
514,Calderitas,MX,18.55,-88.25,77.74,74,4,7.02,clear sky
515,Vagur,FO,61.4732,-6.8119,49.26,87,100,29.42,overcast clouds
516,Angoche,MZ,-16.2325,39.9086,73.44,92,4,7.92,clear sky
517,Borgarnes,IS,64.5383,-21.9206,39.81,92,100,7.34,overcast clouds
518,Areka,ET,7.0667,37.7,57.97,92,100,4.9,overcast clouds
519,Dzhalil,RU,55.0239,52.7358,35.74,95,100,14.5,overcast clouds
520,Ust-Karsk,RU,52.7011,118.8077,20.37,82,100,1.63,overcast clouds
521,Porto Novo,BJ,6.4965,2.6036,78.62,86,49,6.98,scattered clouds
522,Imbituba,BR,-28.24,-48.6703,63.25,84,100,2.26,overcast clouds
523,Susangerd,IR,31.5608,48.1831,69.8,71,100,6.24,overcast clouds
524,Lalibela,ET,12.0333,39.0333,53.08,55,62,6.44,broken clouds
525,Kulhudhuffushi,MV,6.6221,73.07,80.92,72,100,3.67,overcast clouds
526,Muros,ES,42.7762,-9.0603,54.16,96,5,5.26,clear sky
527,Ullal,IN,12.8,74.85,76.15,73,20,4.61,mist
528,Araouane,ML,18.9048,-3.5265,72.86,12,0,5.64,clear sky
529,Dunmore East,IE,52.1514,-6.9861,58.64,80,100,28.95,overcast clouds
530,Bathsheba,BB,13.2167,-59.5167,79.0,84,100,13.42,overcast clouds
531,Kupino,RU,54.3663,77.2981,29.34,97,100,11.21,light snow
532,Knysna,ZA,-34.0363,23.0471,57.87,81,0,6.55,clear sky
533,Vryburg,ZA,-26.9566,24.7284,65.57,65,89,10.31,overcast clouds
534,Lac Du Bonnet,CA,50.2536,-96.0612,22.3,86,100,15.86,snow
535,Zaranj,AF,30.9667,61.8833,58.86,37,7,8.41,clear sky
536,Nipawin,CA,53.3668,-104.0009,-3.96,84,100,6.91,overcast clouds
537,Mareeba,AU,-17.0,145.4333,85.44,53,24,5.73,few clouds
538,Jawhar,SO,2.7809,45.5005,73.76,88,100,4.76,overcast clouds
539,Kununurra,AU,-15.7667,128.7333,93.18,55,40,6.91,scattered clouds
540,Sangar,RU,63.9242,127.4739,-1.52,94,100,12.71,light snow
541,Umm Lajj,SA,25.0213,37.2685,75.47,56,99,9.01,overcast clouds
542,Tombouctou,ML,20.0,-3.0,71.96,12,0,7.63,clear sky
543,Sistranda,NO,63.7256,8.834,49.96,91,100,33.33,overcast clouds
544,Bundaberg,AU,-24.85,152.35,79.21,47,0,5.01,clear sky
545,Camopi,GF,3.1655,-52.3158,72.16,99,79,2.59,broken clouds
546,Uyar,RU,55.81,94.3153,28.08,65,100,12.8,overcast clouds
547,Bodrum,TR,37.0383,27.4292,67.48,40,0,5.19,clear sky
548,Monte Escobedo,MX,22.3,-103.5833,56.21,44,6,5.91,clear sky
549,Cabo San Lucas,MX,22.8909,-109.9124,78.62,68,75,10.36,broken clouds
550,Ketchikan,US,55.3422,-131.6461,34.21,99,100,6.24,snow
551,Pemangkat,ID,1.1667,108.9667,79.7,83,100,4.97,overcast clouds
552,Mbekenyera,TZ,-10.0,38.9833,71.37,91,91,3.78,overcast clouds
553,Sola,VU,-13.8833,167.55,77.67,94,100,0.0,overcast clouds
554,Amahai,ID,-3.3333,128.9167,85.15,69,100,2.19,overcast clouds
555,Rawson,AR,-43.3002,-65.1023,53.35,79,100,14.85,overcast clouds
556,San Lawrenz,MT,36.0553,14.204,61.86,85,100,7.16,overcast clouds
557,Nuristan,AF,35.3,70.8333,12.92,53,2,12.39,clear sky
558,Bridlington,GB,54.0831,-0.1919,57.88,84,100,17.0,overcast clouds
559,Ponnampet,IN,12.15,75.9333,62.56,97,27,4.07,scattered clouds
560,Niceville,US,30.5169,-86.4822,71.55,76,100,21.85,overcast clouds
561,Ashtabula,US,41.7001,-80.7665,61.36,62,0,6.91,clear sky
562,Abnub,EG,27.2696,31.1511,59.22,46,0,6.33,clear sky
563,Boca Do Acre,BR,-8.7522,-67.3978,75.29,87,100,1.61,light rain
564,Andilamena,MG,-17.0167,48.5833,57.07,90,13,3.04,few clouds
565,Tongchuan,CN,35.0806,109.0897,54.66,89,100,3.74,overcast clouds
566,Taoudenni,ML,22.6783,-3.9836,73.47,14,0,10.89,clear sky
567,Mackay,AU,-21.15,149.2,82.69,57,9,12.03,clear sky
568,Hope,US,33.6671,-93.5916,64.45,61,0,4.79,clear sky
569,Lethem,GY,3.3803,-59.7968,76.01,87,100,6.6,overcast clouds
570,Emba,KZ,48.8264,58.1442,30.42,90,42,5.59,scattered clouds
571,Yining,CN,29.0361,114.5636,72.66,63,98,0.34,overcast clouds
572,Carira,BR,-10.3608,-37.7011,71.62,87,2,7.09,clear sky
573,Iracoubo,GF,5.4802,-53.2011,77.86,87,31,6.24,scattered clouds
574,Tulagi,SB,-9.0996,160.1476,80.89,80,100,11.36,moderate rain
575,Tashtyp,RU,52.7939,89.8983,22.82,78,100,2.3,overcast clouds
576,Effium,NG,6.6292,8.0593,75.94,84,100,7.43,overcast clouds
577,Boquira,BR,-12.8231,-42.7306,70.23,82,20,2.33,few clouds
578,Birjand,IR,32.8663,59.2211,41.47,56,0,4.61,clear sky
579,Prince Rupert,CA,54.3161,-130.3201,44.29,79,100,33.38,overcast clouds
580,Sokoni,TZ,-6.4333,39.55,77.59,83,70,4.25,light rain
581,Leh,IN,34.1667,77.5833,18.45,64,32,2.06,scattered clouds
582,Lahuachaca,BO,-17.3667,-67.6667,48.16,42,7,3.42,clear sky
583,Saint Anthony,US,45.0205,-93.218,33.98,81,100,19.57,overcast clouds
584,Mirabad,AF,30.4362,61.8383,59.86,36,0,6.89,clear sky
585,Roma,US,43.2128,-75.4557,59.09,66,0,6.91,clear sky
586,Tongren,CN,27.7172,109.1853,75.47,63,0,2.06,clear sky
587,Tara,RU,56.8944,74.371,27.19,98,93,3.94,overcast clouds
588,Guanaja,HN,16.4,-85.9,80.85,69,5,6.11,clear sky
589,Manokwari,ID,-0.8667,134.0833,81.84,76,100,3.89,overcast clouds
590,Zyryanka,RU,65.75,150.85,-11.99,98,100,4.41,overcast clouds
